"","motif","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","motif.name"
"1573","MA1552.1",1.10081634323914e-29,0.54661083584796,0.611,0.47,6.96816745270374e-27,"Club cells_1","RARB(var.3)"
"1574","MA1553.1",1.32644191679003e-15,0.571826280832128,0.644,0.481,8.39637733328087e-13,"Club cell_2","RARG(var.3)"
"1575","MA1553.1",3.07993083047238e-23,1.22643777184208,0.783,0.483,1.94959621568902e-20,"Club cells_3","RARG(var.3)"
"1576","MA1553.1",2.88657471419677e-64,0.842443275697102,0.669,0.456,1.82720179408655e-61,"Club cells_1","RARG(var.3)"
"1577","MA1554.1",8.76358014767374e-14,0.513138565563251,0.634,0.485,5.54734623347748e-11,"NE_6","RFX7"
"1578","MA1554.1",7.95837306204034e-32,0.513221888037342,0.677,0.476,5.03765014827154e-29,"NE_5","RFX7"
"1579","MA1554.1",1.48682619429807e-58,1.69266005297356,0.822,0.479,9.41160980990677e-56,"NFIB high_NE","RFX7"
"1580","MA1554.1",3.59649345403611e-13,1.56478646415853,0.783,0.49,2.27658035640485e-10,"Cilliated cells","RFX7"
"1581","MA1555.1",2.1274284432418e-23,1.23136142529828,0.777,0.481,1.34666220457206e-20,"Club cells_3","RXRB(var.2)"
"1582","MA1555.1",1.25177046070987e-72,1.08494612750491,0.671,0.453,7.9237070162935e-70,"Club cells_1","RXRB(var.2)"
"1583","MA1555.1",6.37729406617233e-22,0.575336085976813,0.67,0.477,4.03682714388708e-19,"Club cell_2","RXRB(var.2)"
"1584","MA1556.1",2.83661155983682e-53,0.729412048180901,0.642,0.448,1.79557511737671e-50,"Club cells_1","RXRG(var.2)"
"1585","MA1556.1",1.33777153638157e-26,1.41263377480029,0.766,0.472,8.46809382529536e-24,"Club cells_3","RXRG(var.2)"
"1586","MA1556.1",3.46606458119343e-16,0.555325864024349,0.635,0.47,2.19401887989544e-13,"Club cell_2","RXRG(var.2)"
"1587","MA1557.1",0.00226843162177256,1.31594181877723,0.774,0.486,1,"Stromal cells","SMAD5"
"1588","MA1557.1",7.60997807165432e-25,0.660367694945593,0.611,0.469,4.81711611935718e-22,"NE_2","SMAD5"
"1589","MA1558.1",2.51993855690548e-08,2.20816308262319,0.79,0.562,1.59512110652117e-05,"NE_8","SNAI1"
"1590","MA1558.1",8.7175671933559e-49,3.46335162178929,0.944,0.557,5.51822003339429e-46,"NE_7","SNAI1"
"1591","MA1558.1",6.49143511997188e-123,2.25767828677011,0.934,0.53,4.1090784309422e-120,"NE_5","SNAI1"
"1592","MA1558.1",1.36781595298193e-16,1.11414853395237,0.751,0.557,8.6582749823756e-14,"NFIB high_NE","SNAI1"
"1593","MA1559.1",3.01299032048013e-48,4.04886667315593,0.96,0.562,1.90722287286392e-45,"NE_7","SNAI3"
"1594","MA1559.1",2.92788853901337e-46,0.558567891942022,0.785,0.547,1.85335344519546e-43,"NE_4","SNAI3"
"1595","MA1559.1",9.43645491208368e-123,1.68078199231107,0.939,0.536,5.97327595934897e-120,"NE_5","SNAI3"
"1596","MA1559.1",1.83052715033372e-08,1.02064829613799,0.81,0.568,1.15872368616125e-05,"NE_8","SNAI3"
"1597","MA1560.1",9.74055505284086e-12,1.02382499782885,0.725,0.496,6.16577134844826e-09,"AT2 cells","SOHLH2"
"1598","MA1560.1",1.99469553459984e-08,0.716484104803078,0.584,0.494,1.2626422734017e-05,"NE_6","SOHLH2"
"1599","MA1560.1",2.67801168742697e-34,0.759699343077473,0.64,0.481,1.69518139814127e-31,"NE_3","SOHLH2"
"1600","MA1561.1",1.5057957945054e-15,0.596807768577921,0.674,0.492,9.53168737921921e-13,"NFIB high_NE","SOX12"
"1601","MA1561.1",2.63733320110286e-12,2.07695901354482,0.857,0.498,1.66943191629811e-09,"Endothelial cells","SOX12"
"1602","MA1562.1",2.71840743018936e-09,0.975805505472636,0.65,0.504,1.72075190330986e-06,"NE_7","SOX14"
"1603","MA1562.1",4.93744061175545e-18,4.77270114882291,0.905,0.505,3.1253999072412e-15,"Endothelial cells","SOX14"
"1604","MA1562.1",2.26421201558687e-47,0.66068550429732,0.668,0.485,1.43324620586649e-44,"NE_3","SOX14"
"1605","MA1562.1",1.2260187523651e-41,1.29258491976695,0.799,0.495,7.76069870247108e-39,"NFIB high_NE","SOX14"
"1606","MA1563.1",2.88691531311157e-10,1.87665548572323,0.81,0.517,1.82741739319962e-07,"Endothelial cells","SOX18"
"1607","MA1563.1",2.07063092127674e-63,1.88817629787484,0.858,0.503,1.31070937316817e-60,"NFIB high_NE","SOX18"
"1608","MA1564.1",2.80130895191152e-05,1.62412351653246,0.677,0.48,0.0177322856656,"Stromal cells","SP9"
"1609","MA1564.1",2.95646405420069e-11,1.17345972781056,0.857,0.479,1.87144174630904e-08,"Endothelial cells","SP9"
"1610","MA1564.1",4.6081745491325e-13,0.766745296772187,0.772,0.477,2.91697448960087e-10,"Cilliated cells","SP9"
"1611","MA1564.1",2.71288608126906e-15,0.877355564937702,0.606,0.473,1.71725688944331e-12,"NE_6","SP9"
"1612","MA1564.1",1.0990597267594e-05,0.559808559786467,0.533,0.473,0.006957048070387,"NE_3","SP9"
"1613","MA1565.1",1.46670780646484e-33,0.551180688921345,0.665,0.488,9.28426041492246e-31,"NE_2","TBX18"
"1614","MA1565.1",8.4602973089018e-28,0.507341132822251,0.636,0.493,5.35536819653484e-25,"NE_3","TBX18"
"1615","MA1566.1",4.10026860271649e-64,0.711966419742902,0.714,0.491,2.59547002551954e-61,"NE_3","TBX3"
"1616","MA1566.1",3.73250770322921e-67,0.815643072210834,0.725,0.488,2.36267737614409e-64,"NE_2","TBX3"
"1617","MA1567.1",1.34494045905502e-46,0.730571527208719,0.679,0.484,8.51347310581831e-44,"NE_3","TBX6"
"1618","MA1567.1",9.71695167387903e-44,0.628716279125437,0.672,0.483,6.15083040956543e-41,"NE_2","TBX6"
"1619","MA1568.1",1.16961936486741e-32,1.30724451219872,0.754,0.494,7.40369057961073e-30,"NFIB high_NE","TCF21(var.2)"
"1620","MA1568.1",2.49447336243481e-06,0.637889473958526,0.6,0.499,0.00157900163842124,"NE_6","TCF21(var.2)"
"1621","MA1568.1",1.83031000909454e-27,1.54939089197819,0.797,0.498,1.15858623575685e-24,"NE_7","TCF21(var.2)"
"1622","MA1568.1",2.03381996903452e-05,0.67077533958075,0.68,0.502,0.0128740804039885,"NE_8","TCF21(var.2)"
"1623","MA1569.1",1.43829153291316e-18,0.53459305835749,0.681,0.489,9.10438540334029e-16,"Club cell_2","TFAP2E"
"1624","MA1569.1",5.57670523750258e-56,0.699394040651616,0.665,0.468,3.53005441533914e-53,"Club cells_1","TFAP2E"
"1625","MA1569.1",1.13024194918222e-09,0.824781974821594,0.69,0.494,7.15443153832348e-07,"Club cells_3","TFAP2E"
"1626","MA1570.1",2.65933918714032e-06,0.568195797268884,0.627,0.51,0.00168336170545982,"NE_7","TFAP4(var.2)"
"1627","MA1571.1",4.84975110041509e-10,1.50538262728687,0.82,0.59,3.06989244656275e-07,"NE_8","TGIF2LX"
"1628","MA1571.1",6.07586559861613e-105,1.41150324686374,0.868,0.555,3.84602292392401e-102,"NE_3","TGIF2LX"
"1629","MA1571.1",1.17709849276065e-23,1.04790684196224,0.864,0.587,7.45103345917489e-21,"NE_7","TGIF2LX"
"1630","MA1572.1",1.27534546064912e-20,1.45051870426599,0.853,0.585,8.07293676590895e-18,"NE_7","TGIF2LY"
"1631","MA1572.1",1.86828239194389e-12,1.8321300750574,0.86,0.587,1.18262275410048e-09,"NE_8","TGIF2LY"
"1632","MA1572.1",3.3998282480849e-118,1.65853323585251,0.882,0.551,2.15209128103774e-115,"NE_3","TGIF2LY"
"1633","MA1573.1",1.38728810883639e-70,0.934850215971186,0.83,0.459,8.78153372893436e-68,"Club cell_2","THAP11"
"1634","MA1573.1",1.86038631244732e-13,3.9895713268758,0.935,0.476,1.17762453577915e-10,"Stromal cells","THAP11"
"1635","MA1573.1",3.30677044244157e-20,0.860004542683269,0.796,0.473,2.09318569006551e-17,"AT2 cells","THAP11"
"1636","MA1573.1",3.74450018631693e-247,1.42667742290622,0.846,0.41,2.37026861793862e-244,"Club cells_1","THAP11"
"1637","MA1573.1",2.09504912450978e-16,3.67812566409796,0.929,0.476,1.32616609581469e-13,"Endothelial cells","THAP11"
"1638","MA1574.1",0,2.16809816148493,0.898,0.346,0,"Club cells_1","THRB"
"1639","MA1574.1",6.70872494834096e-121,2.17720002498312,0.911,0.407,4.24662289229983e-118,"Club cell_2","THRB"
"1640","MA1574.1",1.42945014391602e-15,0.508211760128548,0.826,0.428,9.04841941098842e-13,"Cilliated cells","THRB"
"1641","MA1574.1",5.97500970363936e-61,2.69042721151461,0.924,0.422,3.78218114240372e-58,"Club cells_3","THRB"
"1642","MA1575.1",8.83800925943757e-06,0.548342263354896,0.655,0.495,0.00559445986122398,"NE_7","THRB(var.2)"
"1643","MA1576.1",4.0801109983013e-38,0.501988408250631,0.62,0.46,2.58271026192473e-35,"Club cells_1","THRB(var.3)"
"1644","MA1576.1",1.17887696584152e-25,1.57561219352819,0.793,0.478,7.46229119377683e-23,"Club cells_3","THRB(var.3)"
"1645","MA1577.1",4.28549271244729e-39,0.504189477546429,0.658,0.479,2.71271688697913e-36,"NE_3","TLX2"
"1646","MA1577.1",4.63563723312432e-06,1.68930266701048,0.71,0.498,0.00293435836856769,"NE_8","TLX2"
"1647","MA1577.1",5.97198621871629e-22,1.2838068942664,0.656,0.491,3.78026727644741e-19,"NE_6","TLX2"
"1648","MA1577.1",1.30074994100682e-61,2.04671914860238,0.839,0.486,8.23374712657315e-59,"NFIB high_NE","TLX2"
"1649","MA1577.1",3.53649509055132e-15,0.848949353838781,0.751,0.495,2.23860139231899e-12,"NE_7","TLX2"
"1650","MA1578.1",9.03433269745905e-08,1.37200079711055,0.871,0.472,5.71873259749158e-05,"Stromal cells","VEZF1"
"1651","MA1578.1",4.23296619426262e-13,2.19515444386188,0.857,0.472,2.67946760096824e-10,"Endothelial cells","VEZF1"
"1652","MA1578.1",5.95210411912481e-07,0.512658190768299,0.586,0.467,0.000376768190740601,"NE_6","VEZF1"
"1653","MA1578.1",0.00229843860608068,0.555924737718573,0.576,0.473,1,"Cilliated cells","VEZF1"
"1654","MA1579.1",8.8378931456851e-11,2.86190501630602,0.903,0.462,5.59438636121867e-08,"Stromal cells","ZBTB26"
"1655","MA1579.1",6.35170705009775e-11,1.42390999084097,0.929,0.461,4.02063056271188e-08,"Endothelial cells","ZBTB26"
"1656","MA1579.1",9.62655238776488e-43,1.56303769067445,0.875,0.455,6.09360766145517e-40,"Club cells_3","ZBTB26"
"1657","MA1579.1",6.53251580535995e-23,1.04773425774403,0.817,0.458,4.13508250479285e-20,"AT2 cells","ZBTB26"
"1658","MA1579.1",2.50653092863163e-259,1.68144891717787,0.829,0.396,1.58663407782382e-256,"Club cells_1","ZBTB26"
"1659","MA1579.1",4.43116480252423e-70,1.44306658393456,0.812,0.445,2.80492731999784e-67,"Club cell_2","ZBTB26"
"1660","MA1581.1",6.21790683642781e-15,0.849250726727238,0.725,0.488,3.9359350274588e-12,"AT2 cells","ZBTB6"
"1661","MA1581.1",7.31579195985558e-45,1.06146548325425,0.752,0.478,4.63089631058858e-42,"Club cell_2","ZBTB6"
"1662","MA1581.1",5.05965260227632e-172,1.33175416829392,0.786,0.437,3.20276009724091e-169,"Club cells_1","ZBTB6"
"1663","MA1581.1",5.44317348464169e-33,1.17566405207206,0.87,0.484,3.44552881577819e-30,"Club cells_3","ZBTB6"
"1664","MA1585.1",0.00105451883262222,0.514717373865773,0.61,0.5,0.667510421049867,"NE_8","ZKSCAN1"
"1665","MA1587.1",6.75863219077996e-44,2.02070667979835,0.864,0.444,4.27821417676371e-41,"Club cells_3","ZNF135"
"1666","MA1587.1",7.9440505339761e-25,1.13519154286673,0.803,0.447,5.02858398800687e-22,"AT2 cells","ZNF135"
"1667","MA1587.1",0,1.84578807922007,0.872,0.375,0,"Club cells_1","ZNF135"
"1668","MA1587.1",7.10365606401623e-96,1.60167569378034,0.867,0.431,4.49661428852227e-93,"Club cell_2","ZNF135"
"1669","MA1588.1",8.73510767824409e-11,2.17595692114883,0.903,0.463,5.52932316032851e-08,"Stromal cells","ZNF136"
"1670","MA1588.1",3.27760227754221e-63,1.15008682297085,0.803,0.446,2.07472224168422e-60,"Club cell_2","ZNF136"
"1671","MA1588.1",2.32843621938225e-06,0.786016715411182,0.762,0.463,0.00147390012686896,"Endothelial cells","ZNF136"
"1672","MA1588.1",1.21640302358542e-40,1.99999186081388,0.842,0.456,7.69983113929572e-38,"Club cells_3","ZNF136"
"1673","MA1588.1",6.26940489065133e-241,1.54280612417146,0.818,0.399,3.96853329578229e-238,"Club cells_1","ZNF136"
"1674","MA1593.1",1.07409103841041e-09,1.05354464466432,0.8,0.542,6.79899627313789e-07,"NE_8","ZNF317"
"1675","MA1593.1",9.17566427644098e-62,0.503193321292758,0.726,0.509,5.80819548698714e-59,"NE_1","ZNF317"
"1676","MA1593.1",1.14980911390361e-36,0.52859310249799,0.731,0.528,7.27829169100986e-34,"NE_5","ZNF317"
"1677","MA1593.1",9.08726780615038e-49,0.576615182414925,0.724,0.521,5.75224052129319e-46,"NE_3","ZNF317"
"1678","MA1596.1",6.26111897325382e-71,1.04157204039297,0.817,0.447,3.96328831006967e-68,"Club cell_2","ZNF460"
"1679","MA1596.1",3.37674876943557e-249,1.1802219782563,0.829,0.399,2.13748197105272e-246,"Club cells_1","ZNF460"
"1680","MA1596.1",1.07622962062394e-22,0.986812808911483,0.789,0.461,6.81253349854952e-20,"AT2 cells","ZNF460"
"1681","MA1596.1",3.34217097067089e-07,0.992106223365508,0.839,0.465,0.000211559422443467,"Stromal cells","ZNF460"
"1682","MA1596.1",3.504220912265e-08,0.734426107568275,0.833,0.464,2.21817183746375e-05,"Endothelial cells","ZNF460"
"1683","MA1596.1",2.80253294575628e-26,0.979093884153331,0.799,0.459,1.77400335466372e-23,"Club cells_3","ZNF460"
"1684","MA1597.1",1.3422036352899e-56,0.704076570507554,0.668,0.471,8.49614901138504e-54,"Club cells_1","ZNF528"
"1685","MA1597.1",4.35775069236732e-12,1.85529346067684,0.881,0.5,2.75845618826852e-09,"Endothelial cells","ZNF528"
"1686","MA1597.1",0.00127075676837239,0.761306616162204,0.742,0.501,0.804389034379723,"Stromal cells","ZNF528"
"1687","MA1599.1",1.60088987870927e-138,1.10621666391396,0.75,0.447,1.01336329322297e-135,"Club cells_1","ZNF682"
"1688","MA1599.1",6.85644101127819e-28,0.736389867047128,0.706,0.483,4.3401271601391e-25,"Club cell_2","ZNF682"
"1689","MA1601.1",2.97331869115723e-13,0.546380077711687,0.701,0.478,1.88211073150253e-10,"Club cells_3","ZNF75D"
"1690","MA1601.1",1.11562181179102e-202,1.52866656499256,0.796,0.424,7.06188606863713e-200,"Club cells_1","ZNF75D"
"1691","MA1601.1",1.12011655936119e-38,0.883056065385031,0.72,0.47,7.09033782075634e-36,"Club cell_2","ZNF75D"
"1692","MA1631.1",1.37620318809635e-28,0.69841410687496,0.824,0.562,8.7113661806499e-26,"NFIB high_NE","ASCL1(var.2)"
"1693","MA1631.1",8.18446711502268e-123,1.96611337078278,0.933,0.538,5.18076768380935e-120,"NE_5","ASCL1(var.2)"
"1694","MA1631.1",7.93986554422363e-44,3.20390662905497,0.955,0.565,5.02593488949356e-41,"NE_7","ASCL1(var.2)"
"1695","MA1631.1",2.69812391520172e-08,0.535118234547231,0.81,0.57,1.70791243832269e-05,"NE_8","ASCL1(var.2)"
"1696","MA1632.1",6.02755302981344e-102,3.83916912591353,0.709,0.42,3.81544106787191e-99,"NE_2","ATF2"
"1697","MA1632.1",3.33915791614862e-10,5.82574985554967,0.935,0.455,2.11368696092208e-07,"Stromal cells","ATF2"
"1698","MA1632.1",5.61233414670027e-16,1.03602742149494,0.952,0.454,3.55260751486127e-13,"Endothelial cells","ATF2"
"1699","MA1633.1",1.01823361088594e-277,10.3785169666465,0.882,0.321,6.44541875690798e-275,"NE_2","BACH1"
"1700","MA1634.1",1.25745437486996e-282,11.2046094268079,0.887,0.317,7.95968619292687e-280,"NE_2","BATF"
"1701","MA1635.1",5.68176637490669e-101,3.32247926150055,0.943,0.54,3.59655811531593e-98,"NFIB high_NE","BHLHE22(var.2)"
"1702","MA1635.1",1.91072703859128e-41,0.876870381828818,0.754,0.535,1.20949021542828e-38,"NE_4","BHLHE22(var.2)"
"1703","MA1635.1",7.35464363994899e-157,0.804640292905284,0.888,0.49,4.65548942408771e-154,"NE_1","BHLHE22(var.2)"
"1704","MA1635.1",4.8364353625404e-32,0.969857540182844,0.893,0.55,3.06146358448807e-29,"NE_7","BHLHE22(var.2)"
"1705","MA1636.1",6.10717263780581e-10,1.73998764787649,0.348,0.452,3.86584027973108e-07,"NE_4","CEBPG(var.2)"
"1706","MA1636.1",1.19018278518526e-14,4.39401072499725,1,0.439,7.53385703022269e-12,"Stromal cells","CEBPG(var.2)"
"1707","MA1636.1",3.15797367743356e-64,4.51922449254702,0.979,0.432,1.99899733781544e-61,"AT2 cells","CEBPG(var.2)"
"1708","MA1637.1",2.609762399246e-130,1.20392476472085,0.726,0.439,1.65197959872272e-127,"Club cells_1","EBF3"
"1709","MA1637.1",5.79979316449688e-08,3.89040565784624,0.839,0.482,3.67126907312653e-05,"Stromal cells","EBF3"
"1710","MA1637.1",7.9239175380025e-31,0.649790916927071,0.702,0.472,5.01583980155558e-28,"Club cell_2","EBF3"
"1711","MA1637.1",5.47913433662158e-14,0.669460806167644,0.728,0.478,3.46829203508146e-11,"Club cells_3","EBF3"
"1712","MA1638.1",3.58258686225271e-34,1.33442221972312,0.887,0.568,2.26777748380597e-31,"NE_7","HAND2"
"1713","MA1638.1",2.49058055415527e-84,4.05795084589746,0.918,0.56,1.57653749078029e-81,"NFIB high_NE","HAND2"
"1714","MA1639.1",7.2997455954697e-08,0.545615886486344,0.601,0.507,4.62073896193232e-05,"NE_4","MEIS1(var.2)"
"1715","MA1639.1",1.05483715988019e-06,5.41789420117596,0.598,0.511,0.000667711922204161,"NE_6","MEIS1(var.2)"
"1716","MA1640.1",1.42516314719264e-09,3.02185033263813,0.616,0.491,9.02128272172939e-07,"NE_6","MEIS2(var.2)"
"1717","MA1640.1",1.59403309803168e-150,1.88665912132316,0.806,0.457,1.00902295105405e-147,"NE_3","MEIS2(var.2)"
"1718","MA1640.1",4.64825234162626e-42,1.67364588970704,0.932,0.489,2.94234373224942e-39,"NE_7","MEIS2(var.2)"
"1719","MA1640.1",8.2571058096758e-18,1.40238715601646,0.85,0.494,5.22674797752478e-15,"NE_8","MEIS2(var.2)"
"1720","MA1641.1",1.43951355201844e-94,3.00919640342274,0.932,0.537,9.1121207842767e-92,"NFIB high_NE","MYF5"
"1721","MA1641.1",1.13736004378381e-32,2.47102138341984,0.921,0.546,7.19948907715151e-30,"NE_7","MYF5"
"1722","MA1641.1",8.24836888505928e-95,0.517300459841295,0.897,0.521,5.22121750424253e-92,"NE_5","MYF5"
"1723","MA1641.1",2.20116097934034e-05,1.07190971174081,0.143,0.556,0.0139333489992243,"Endothelial cells","MYF5"
"1724","MA1641.1",1.5225094374963e-48,0.844715935988885,0.769,0.53,9.6374847393516e-46,"NE_4","MYF5"
"1725","MA1642.1",8.05600999856189e-111,7.8912652722821,0.935,0.573,5.09945432908968e-108,"NFIB high_NE","NEUROG2(var.2)"
"1726","MA1643.1",1.97517680751799e-141,2.44850808697268,0.935,0.395,1.25028691915889e-138,"NFIB high_NE","NFIB"
"1727","MA1643.1",2.69311033514485e-62,2.72319040886205,0.132,0.445,1.70473884214669e-59,"NE_5","NFIB"
"1728","MA1643.1",2.67320694217855e-09,3.45675113693941,0.527,0.411,1.69213999439902e-06,"NE_6","NFIB"
"1729","MA1644.1",3.04186038426449e-65,2.21819332924052,0.807,0.475,1.92549762323942e-62,"NFIB high_NE","NFYC"
"1730","MA1644.1",9.88113468614168e-56,1.63773486802845,0.751,0.472,6.25475825632768e-53,"NE_6","NFYC"
"1731","MA1644.1",1.00200328550889e-08,0.758743587601012,0.739,0.486,6.34268079727127e-06,"Cilliated cells","NFYC"
"1732","MA1644.1",0.00137838770671625,0.990152890454325,0.742,0.488,0.872519418351389,"Stromal cells","NFYC"
"1733","MA1645.1",3.64124540204859e-281,1.91870285630358,0.855,0.403,2.30490833949676e-278,"Club cells_1","NKX2-2"
"1734","MA1645.1",1.50243163512928e-39,1.28710554730545,0.87,0.465,9.51039225036835e-37,"Club cells_3","NKX2-2"
"1735","MA1645.1",2.48601384966743e-70,1.48912626115252,0.83,0.455,1.57364676683948e-67,"Club cell_2","NKX2-2"
"1736","MA1645.1",6.03465178733548e-33,2.89469025636619,0.894,0.467,3.81993458138336e-30,"AT2 cells","NKX2-2"
"1737","MA1646.1",1.49097879370573e-15,0.569504177869386,0.666,0.491,9.43789576415726e-13,"NFIB high_NE","OSR2"
"1738","MA1648.1",9.53794021663791e-127,2.35966069097341,0.931,0.538,6.0375161571318e-124,"NE_5","TCF12(var.2)"
"1739","MA1648.1",4.007034082952e-09,1.23030388681785,0.81,0.57,2.53645257450862e-06,"NE_8","TCF12(var.2)"
"1740","MA1648.1",2.65552711013127e-46,2.71756821079047,0.949,0.565,1.68094866071309e-43,"NE_7","TCF12(var.2)"
"1741","MA1648.1",1.4072333933103e-46,0.609304474121422,0.787,0.549,8.90778737965417e-44,"NE_4","TCF12(var.2)"
"1742","MA1649.1",0,1.92860473602705,0.88,0.369,0,"Club cells_1","ZBTB12"
"1743","MA1649.1",4.93244523082378e-95,1.77235071163965,0.872,0.426,3.12223783111145e-92,"Club cell_2","ZBTB12"
"1744","MA1649.1",7.54710864178737e-23,0.829417226571074,0.824,0.442,4.77731977025141e-20,"AT2 cells","ZBTB12"
"1745","MA1649.1",8.55928146069061e-44,1.98799286088666,0.848,0.44,5.41802516461715e-41,"Club cells_3","ZBTB12"
"1746","MA1650.1",8.96468984399205e-10,1.85521437905225,0.935,0.475,5.67464867124697e-07,"Stromal cells","ZBTB14"
"1747","MA1650.1",7.91325576191371e-12,1.67741784386994,0.857,0.474,5.00909089729138e-09,"Endothelial cells","ZBTB14"
"1748","MA1651.1",5.32899889981111e-13,0.723484870481763,0.588,0.467,3.37325630358043e-10,"NE_4","ZFP42"
"1749","MA1651.1",6.94194000028974e-12,2.00229259873108,0.968,0.477,4.39424802018341e-09,"Stromal cells","ZFP42"
"1750","MA1651.1",7.57689285405204e-44,1.51315692662177,0.737,0.468,4.79617317661494e-41,"NFIB high_NE","ZFP42"
"1751","MA1651.1",6.76573245444614e-17,3.81344443296736,0.929,0.477,4.2827086436644e-14,"Endothelial cells","ZFP42"
"1752","MA1652.1",1.50555775149022e-177,1.56900712862499,0.812,0.438,9.53018056693311e-175,"NE_2","ZKSCAN5"
"1753","MA1653.1",1.07993721608645e-10,1.18129546876107,0.881,0.481,6.83600257782722e-08,"Endothelial cells","ZNF148"
"1754","MA1653.1",2.95695303886177e-08,1.78605790958016,0.839,0.482,1.8717512735995e-05,"Stromal cells","ZNF148"
"1755","MA1655.1",1.50988584524878e-60,0.595140636662587,0.683,0.476,9.55757740042481e-58,"NE_1","ZNF341"
"1756","MA1655.1",0.00867940091154618,1.15390327434762,0.677,0.51,1,"Stromal cells","ZNF341"
"1757","MA1655.1",7.23141712879183e-33,0.624174647212316,0.692,0.494,4.57748704252523e-30,"NE_5","ZNF341"
"1758","MA1656.1",3.11102216707401e-35,0.979532963066516,0.711,0.484,1.96927703175785e-32,"Club cell_2","ZNF449"
"1759","MA1656.1",1.06712077490337e-163,1.4034381887361,0.777,0.443,6.75487450513833e-161,"Club cells_1","ZNF449"
"1760","MA1657.1",1.17766671742238e-177,1.17745014909372,0.791,0.422,7.45463032128368e-175,"Club cells_1","ZNF652"
"1761","MA1657.1",6.09686397325072e-52,1.1718724577154,0.773,0.464,3.8593148950677e-49,"Club cell_2","ZNF652"
"1762","MA1657.1",5.18303445968798e-19,1.55238969162316,0.768,0.475,3.28086081298249e-16,"AT2 cells","ZNF652"
"1763","MA1657.1",0.00197478479014306,1.37779848210909,0.71,0.479,1,"Stromal cells","ZNF652"
