"","motif","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","motif.name"
"886","MA0785.1",2.80916283591903e-15,0.857996661633596,0.706,0.499,1.77820007513675e-12,"NE_7","POU2F1"
"887","MA0785.1",1.09394999607639e-45,0.908436548118228,0.807,0.49,6.92470347516358e-43,"NFIB high_NE","POU2F1"
"888","MA0786.1",4.18465640695032e-17,1.09650475695258,0.768,0.502,2.64888750559955e-14,"NE_7","POU3F1"
"889","MA0786.1",4.71596685312999e-45,1.02799636606041,0.822,0.494,2.98520701803128e-42,"NFIB high_NE","POU3F1"
"890","MA0786.1",4.84717042519304e-16,0.790018090365654,0.625,0.494,3.0682588791472e-13,"NE_4","POU3F1"
"891","MA0787.1",2.29057725998992e-50,0.703393589976389,0.742,0.501,1.44993540557362e-47,"NE_5","POU3F2"
"892","MA0787.1",6.25130910286028e-20,0.743171849401516,0.647,0.509,3.95707866211055e-17,"NE_4","POU3F2"
"893","MA0787.1",2.03240036459653e-47,1.09719125520356,0.85,0.508,1.2865094307896e-44,"NFIB high_NE","POU3F2"
"894","MA0787.1",3.06306736842129e-16,1.10747228370356,0.768,0.517,1.93892164421068e-13,"NE_7","POU3F2"
"895","MA0788.1",1.42581624526956e-29,0.571070850213884,0.667,0.491,9.02541683255633e-27,"NE_5","POU3F3"
"896","MA0788.1",1.38788047105296e-17,0.662236589415645,0.672,0.496,8.78528338176523e-15,"NE_6","POU3F3"
"897","MA0788.1",5.03055526484054e-12,0.736489419482755,0.712,0.502,3.18434148264406e-09,"NE_7","POU3F3"
"898","MA0788.1",3.07132277105528e-49,1.24864849192534,0.802,0.493,1.94414731407799e-46,"NFIB high_NE","POU3F3"
"899","MA0788.1",2.83659998434187e-16,0.571195873997855,0.624,0.493,1.79556779008841e-13,"NE_4","POU3F3"
"900","MA0789.1",2.75747249288253e-26,0.594544964610807,0.641,0.48,1.74548008799464e-23,"NE_5","POU3F4"
"901","MA0789.1",2.39812283949567e-35,0.986808944830865,0.762,0.482,1.51801175740076e-32,"NFIB high_NE","POU3F4"
"902","MA0789.1",5.87580184943024e-09,0.594235027089215,0.591,0.483,3.71938257068934e-06,"NE_4","POU3F4"
"903","MA0789.1",1.02644687437211e-18,0.586048273695263,0.658,0.484,6.49740871477548e-16,"NE_6","POU3F4"
"904","MA0789.1",4.01832211443781e-12,0.731577370649305,0.695,0.49,2.54359789843913e-09,"NE_7","POU3F4"
"905","MA0790.1",5.57064588366327e-05,0.540665765056039,0.66,0.501,0.0352621884435885,"NE_8","POU4F1"
"906","MA0790.1",1.87204077288646e-13,0.665907488039416,0.706,0.499,1.18500180923713e-10,"NE_7","POU4F1"
"907","MA0790.1",3.08545661219621e-43,0.618413283914436,0.719,0.482,1.9530940355202e-40,"NE_5","POU4F1"
"908","MA0790.1",9.7656592419892e-19,0.785320224828726,0.658,0.493,6.18166230017916e-16,"NE_6","POU4F1"
"909","MA0790.1",1.85811375253104e-52,1.23671165129668,0.839,0.489,1.17618600535215e-49,"NFIB high_NE","POU4F1"
"910","MA0791.1",1.24901357821436e-21,0.789581943620385,0.682,0.501,7.90625595009688e-19,"NE_6","POU4F3"
"911","MA0791.1",7.03156394785013e-51,1.27988966056181,0.81,0.499,4.45097997898913e-48,"NFIB high_NE","POU4F3"
"912","MA0791.1",2.43282733934184e-50,0.630404151326283,0.726,0.491,1.53997970580339e-47,"NE_5","POU4F3"
"913","MA0791.1",6.54751837277445e-18,0.861628469297217,0.757,0.507,4.14457912996623e-15,"NE_7","POU4F3"
"914","MA0792.1",7.07009428500536e-37,0.775904936878028,0.793,0.488,4.47536968240839e-34,"NFIB high_NE","POU5F1B"
"915","MA0792.1",2.19214384080288e-09,0.909346463643578,0.581,0.491,1.38762705122822e-06,"NE_4","POU5F1B"
"916","MA0792.1",4.41684721496756e-34,0.679439890845369,0.661,0.485,2.79586428707447e-31,"NE_5","POU5F1B"
"917","MA0792.1",5.11036705905302e-15,0.882454777837629,0.718,0.496,3.23486234838056e-12,"NE_7","POU5F1B"
"918","MA0792.1",2.27765510787838e-23,0.716566013877602,0.69,0.488,1.44175568328701e-20,"NE_6","POU5F1B"
"919","MA0793.1",1.60477684141668e-60,0.573399424822812,0.704,0.472,1.01582374061676e-57,"NE_3","POU6F2"
"920","MA0793.1",3.19466916607052e-65,2.00797219347985,0.841,0.485,2.02222558212264e-62,"NFIB high_NE","POU6F2"
"921","MA0793.1",5.15356615915768e-16,0.719218603869868,0.74,0.495,3.26220737874681e-13,"NE_7","POU6F2"
"922","MA0793.1",9.49984004386364e-13,1.36288635156875,0.628,0.492,6.01339874776568e-10,"NE_6","POU6F2"
"923","MA0794.1",5.52028806347746e-50,0.66457494921973,0.635,0.462,3.49434234418123e-47,"Club cells_1","PROX1"
"924","MA0794.1",1.40223896240835e-08,0.657939340081533,0.662,0.486,8.87617263204484e-06,"AT2 cells","PROX1"
"925","MA0794.1",0.00238035174121049,1.01139216356737,0.714,0.488,1,"Endothelial cells","PROX1"
"926","MA0794.1",3.94181111137464e-13,0.59588617193047,0.624,0.482,2.49516643350015e-10,"Club cell_2","PROX1"
"927","MA0794.1",4.06477276562462e-13,0.809207349693467,0.696,0.485,2.57300116064038e-10,"Club cells_3","PROX1"
"928","MA0795.1",0.000204273078525296,0.873075631895807,0.806,0.485,0.129304858706512,"Stromal cells","SMAD3"
"929","MA0795.1",1.26899531065866e-17,0.515777983611961,0.579,0.473,8.03274031646934e-15,"NE_2","SMAD3"
"930","MA0796.1",1.35672690476459e-51,0.713381092634227,0.821,0.567,8.58808130715985e-49,"NE_5","TGIF1"
"931","MA0796.1",2.31542846720975e-27,1.88557369930863,0.904,0.582,1.46566621974377e-24,"NE_7","TGIF1"
"932","MA0796.1",1.14877845863432e-112,1.34314736760945,0.879,0.549,7.27176764315528e-110,"NE_3","TGIF1"
"933","MA0796.1",1.40767934699982e-10,1.52967692727685,0.84,0.586,8.91061026650883e-08,"NE_8","TGIF1"
"934","MA0797.1",7.09576207700269e-110,1.51138678678275,0.872,0.543,4.4916173947427e-107,"NE_3","TGIF2"
"935","MA0797.1",4.23118472474234e-21,1.06263182791926,0.87,0.576,2.6783399307619e-18,"NE_7","TGIF2"
"936","MA0797.1",1.69257675592729e-10,1.72642944952741,0.84,0.579,1.07140108650198e-07,"NE_8","TGIF2"
"937","MA0797.1",4.50446331185159e-55,0.593334200200398,0.834,0.558,2.85132527640205e-52,"NE_5","TGIF2"
"938","MA0798.2",1.82321874559318e-32,2.75060807913995,0.704,0.501,1.15409746596048e-29,"NE_6","RFX3"
"939","MA0798.2",1.83968163520616e-107,2.88140783810596,0.924,0.495,1.1645184750855e-104,"NFIB high_NE","RFX3"
"940","MA0799.1",1.66337402278204e-17,1.63889281276832,0.612,0.479,1.05291575642103e-14,"NE_4","RFX4"
"941","MA0799.1",1.15504780520737e-114,3.70582568729856,0.929,0.474,7.31145260696262e-112,"NFIB high_NE","RFX4"
"942","MA0799.1",2.47206205070039e-39,1.90084010779108,0.722,0.478,1.56481527809335e-36,"NE_6","RFX4"
"943","MA0800.1",2.99623869193018e-26,0.653009790730981,0.632,0.48,1.8966190919918e-23,"NE_3","EOMES"
"944","MA0801.1",9.24183107484342e-43,0.708960431238052,0.67,0.484,5.85007907037589e-40,"NE_2","MGA"
"945","MA0802.1",3.64823102129625e-09,0.635962869673721,0.701,0.5,2.30933023648053e-06,"NE_7","TBR1"
"946","MA0802.1",0.000141502165732697,0.649557311827717,0.66,0.503,0.0895708709087972,"NE_8","TBR1"
"947","MA0802.1",1.57471671311181e-36,0.565582502203886,0.66,0.483,9.96795679399773e-34,"NE_3","TBR1"
"948","MA0803.1",9.24183107484342e-43,0.708960431238052,0.67,0.484,5.85007907037589e-40,"NE_2","TBX15"
"949","MA0804.1",5.10501273818324e-38,0.768945064257197,0.643,0.48,3.23147306326999e-35,"NE_3","TBX19"
"950","MA0805.1",4.13295675109715e-44,0.610849031305387,0.682,0.478,2.6161616234445e-41,"NE_2","TBX1"
"951","MA0805.1",5.73876753982548e-48,0.790421242777383,0.676,0.481,3.63263985270953e-45,"NE_3","TBX1"
"952","MA0806.1",8.20847073627433e-58,0.529603814877461,0.764,0.522,5.19596197606165e-55,"NE_2","TBX4"
"953","MA0806.1",1.09945031598668e-10,0.993384249602369,0.82,0.549,6.95952050019568e-08,"NE_8","TBX4"
"954","MA0806.1",2.5733055949686e-68,0.695289543011938,0.776,0.522,1.62890244161513e-65,"NE_3","TBX4"
"955","MA0806.1",9.11261224162591e-20,0.962246339892242,0.847,0.546,5.7682835489492e-17,"NE_7","TBX4"
"956","MA0806.1",2.04428085798547e-42,0.830642589870064,0.767,0.532,1.29402978310481e-39,"NE_5","TBX4"
"957","MA0807.1",8.20847073627433e-58,0.529603814877461,0.764,0.522,5.19596197606165e-55,"NE_2","TBX5"
"958","MA0807.1",2.04428085798547e-42,0.830642589870064,0.767,0.532,1.29402978310481e-39,"NE_5","TBX5"
"959","MA0807.1",2.5733055949686e-68,0.695289543011938,0.776,0.522,1.62890244161513e-65,"NE_3","TBX5"
"960","MA0807.1",1.09945031598668e-10,0.993384249602369,0.82,0.549,6.95952050019568e-08,"NE_8","TBX5"
"961","MA0807.1",9.11261224162591e-20,0.962246339892242,0.847,0.546,5.7682835489492e-17,"NE_7","TBX5"
"962","MA0808.1",0,6.89747003261029,0.986,0.18,0,"Club cells_1","TEAD3"
"963","MA0809.2",0,5.60332378107245,0.984,0.184,0,"Club cells_1","TEAD4"
"964","MA0809.2",2.26699886487172e-75,0.75819419636267,0.978,0.295,1.4350102814638e-72,"Club cells_3","TEAD4"
"965","MA0810.1",4.13265075815042e-06,0.539936129233558,0.609,0.489,0.00261596792990921,"Club cells_3","TFAP2A(var.2)"
"966","MA0810.1",5.94640905226475e-54,0.650730064016695,0.65,0.462,3.76407693008358e-51,"Club cells_1","TFAP2A(var.2)"
"967","MA0811.1",6.85105037931683e-16,0.893592261137354,0.701,0.489,4.33671489010756e-13,"Club cells_3","TFAP2B"
"968","MA0811.1",2.97238547029052e-121,1.13682202415021,0.739,0.448,1.8815200026939e-118,"Club cells_1","TFAP2B"
"969","MA0811.1",2.9922829102106e-28,0.752694252002552,0.702,0.482,1.89411508216331e-25,"Club cell_2","TFAP2B"
"970","MA0812.1",2.18025854519656e-29,0.755573065875661,0.718,0.489,1.38010365910942e-26,"Club cell_2","TFAP2B(var.2)"
"971","MA0812.1",2.51532512975224e-17,0.985783540756435,0.739,0.495,1.59220080713317e-14,"Club cells_3","TFAP2B(var.2)"
"972","MA0812.1",3.62288359800267e-113,1.03095471062777,0.73,0.458,2.29328531753569e-110,"Club cells_1","TFAP2B(var.2)"
"973","MA0814.2",2.45133467972377e-15,0.884061879336425,0.679,0.482,1.55169485226515e-12,"Club cells_3","TFAP2C(var.2)"
"974","MA0814.2",3.81746855641935e-163,1.10284688798274,0.763,0.434,2.41645759621345e-160,"Club cells_1","TFAP2C(var.2)"
"975","MA0814.2",1.40622349768155e-44,0.83624716175821,0.752,0.471,8.90139474032422e-42,"Club cell_2","TFAP2C(var.2)"
"976","MA0815.1",4.11494716977986e-09,0.598137041310125,0.701,0.496,2.60476155847065e-06,"Club cells_3","TFAP2C(var.3)"
"977","MA0817.1",7.31969084700753e-19,1.24420544515754,0.768,0.5,4.63336430615577e-16,"NE_7","BHLHE23"
"978","MA0817.1",7.80242919420926e-34,1.67899038241702,0.748,0.495,4.93893767993446e-31,"NFIB high_NE","BHLHE23"
"979","MA0818.1",2.8390664580238e-37,1.6252710292584,0.771,0.502,1.79712906792907e-34,"NFIB high_NE","BHLHE22"
"980","MA0818.1",1.8449315244344e-18,1.59767561619442,0.746,0.508,1.16784165496698e-15,"NE_7","BHLHE22"
"981","MA0819.1",5.03534812575612e-05,0.532836399829573,0.644,0.503,0.0318737536360363,"NE_7","CLOCK"
"982","MA0819.1",2.62458818711126e-31,0.5693374202599,0.645,0.487,1.66136432244143e-28,"NE_3","CLOCK"
"983","MA0820.1",2.76884334466882e-109,1.48343194188582,0.895,0.529,1.75267783717536e-106,"NE_5","FIGLA"
"984","MA0820.1",3.62303608511573e-37,3.36153848527109,0.91,0.554,2.29338184187826e-34,"NE_7","FIGLA"
"985","MA0820.1",4.71726279586472e-42,1.00694459421521,0.773,0.538,2.98602734978237e-39,"NE_4","FIGLA"
"986","MA0821.1",3.65303063866349e-20,0.687483021400301,0.68,0.489,2.31236839427399e-17,"NFIB high_NE","HES5"
"987","MA0822.1",3.61099321664435e-06,0.732953424305556,0.648,0.492,0.00228575870613587,"AT2 cells","HES7"
"988","MA0822.1",3.84864522353672e-15,0.630053261472085,0.654,0.488,2.43619242649875e-12,"NFIB high_NE","HES7"
"989","MA0823.1",0.000107792946889032,0.562846989952996,0.655,0.5,0.0682329353807573,"AT2 cells","HEY1"
"990","MA0823.1",3.05199460217035e-07,0.817423887635365,0.594,0.496,0.000193191258317383,"NE_6","HEY1"
"991","MA0823.1",5.77726352508608e-07,0.672299468399756,0.707,0.5,0.000365700781137949,"Cilliated cells","HEY1"
"992","MA0825.1",1.31173955384723e-11,1.17387548128326,0.636,0.491,8.30331137585296e-09,"NE_6","MNT"
"993","MA0825.1",3.25310989354341e-06,0.517886054718395,0.707,0.497,0.00205921856261298,"Cilliated cells","MNT"
"994","MA0825.1",4.69127858236702e-14,0.905757839956643,0.775,0.495,2.96957934263832e-11,"AT2 cells","MNT"
"995","MA0826.1",1.2205966302326e-17,1.19939792858968,0.757,0.51,7.72637666937237e-15,"NE_7","OLIG1"
"996","MA0826.1",3.05836775583142e-35,1.52734078982131,0.762,0.505,1.93594678944129e-32,"NFIB high_NE","OLIG1"
"997","MA0827.1",2.51945265679541e-25,1.13363057021905,0.717,0.49,1.59481353175149e-22,"NFIB high_NE","OLIG3"
"998","MA0827.1",1.33741679260927e-12,1.17163439981027,0.701,0.495,8.46584829721669e-10,"NE_7","OLIG3"
"999","MA0828.1",3.79370565227891e-08,1.29083203093032,0.557,0.481,2.40141567789255e-05,"NE_6","SREBF2(var.2)"
"1000","MA0828.1",1.87684483263465e-05,0.55164944953712,0.685,0.483,0.0118804277905774,"Cilliated cells","SREBF2(var.2)"
"1001","MA0828.1",9.14858099337755e-06,0.630309506945288,0.68,0.483,0.00579105176880799,"NE_8","SREBF2(var.2)"
"1002","MA0828.1",3.05034634204923e-05,0.644390412711661,0.599,0.484,0.0193086923451716,"AT2 cells","SREBF2(var.2)"
"1003","MA0829.2",8.67673313511453e-06,0.5236186590151,0.592,0.511,0.0054923720745275,"NE_6","SREBF1(var.2)"
"1004","MA0829.2",9.43942941895290e-09,0.617165757337183,0.75,0.513,5.97515882219718e-06,"NE_8","SREBF1(var.2)"
"1005","MA0829.2",1.13674647723831e-68,0.996761597927591,0.728,0.487,7.19560520091848e-66,"NE_3","SREBF1(var.2)"
"1006","MA0830.2",7.78279846799124e-08,0.597413498186323,0.79,0.561,4.92651143023846e-05,"NE_8","TCF4"
"1007","MA0830.2",3.03288691978385e-45,2.66683309939552,0.955,0.556,1.91981742022318e-42,"NE_7","TCF4"
"1008","MA0830.2",3.09573610854568e-26,4.07007694658844,0.79,0.554,1.95960095670941e-23,"NFIB high_NE","TCF4"
"1009","MA0830.2",6.99640233515312e-121,1.06340383488456,0.923,0.53,4.42872267815193e-118,"NE_5","TCF4"
"1010","MA0831.2",9.3049072623305e-59,0.841005841810054,0.694,0.467,5.8900062970552e-56,"NE_3","TFE3"
"1011","MA0831.2",5.03204790520157e-15,2.50608092456022,0.626,0.486,3.1852863239926e-12,"NE_6","TFE3"
"1012","MA0833.2",3.91696593206243e-41,1.97483267482209,0.915,0.462,2.47943943499552e-38,"AT2 cells","ATF4"
"1013","MA0833.2",7.33381986987014e-14,3.00101928827544,0.968,0.468,4.6423079776278e-11,"Stromal cells","ATF4"
"1014","MA0833.2",2.36633881883695e-43,0.948818280384411,0.631,0.446,1.49789247232379e-40,"NE_2","ATF4"
"1015","MA0834.1",1.67020886229857e-36,1.66373035080525,0.583,0.432,1.057242209835e-33,"NE_2","ATF7"
"1016","MA0834.1",2.47616006911676e-20,3.82077912202133,1,0.448,1.56740932375091e-17,"Endothelial cells","ATF7"
"1017","MA0834.1",2.41121798381731e-12,3.9793152393432,0.935,0.449,1.52630098375636e-09,"Stromal cells","ATF7"
"1018","MA0834.1",9.83421082089672e-16,1.34859740831795,0.606,0.441,6.22505544962762e-13,"NE_6","ATF7"
"1019","MA0835.2",4.29368615823627e-281,11.3078562210097,0.881,0.314,2.71790333816356e-278,"NE_2","BATF3"
"1020","MA0836.2",1.26878233476777e-158,1.55070459468451,0.972,0.313,8.03139217907997e-156,"Club cell_2","CEBPD"
"1021","MA0836.2",4.69127505323136e-08,1.04573752041578,0.806,0.345,2.96957710869545e-05,"Stromal cells","CEBPD"
"1022","MA0836.2",5.04067288198288e-61,6.27005695554394,0.979,0.336,3.19074593429516e-58,"AT2 cells","CEBPD"
"1023","MA0836.2",0,0.737944074991487,0.928,0.239,0,"Club cells_1","CEBPD"
"1024","MA0837.1",3.64096915084248e-148,1.06046371045989,0.963,0.35,2.30473347248329e-145,"Club cell_2","CEBPE"
"1025","MA0837.1",1.65522766372738e-57,2.03311816990594,0.958,0.372,1.04775911113943e-54,"AT2 cells","CEBPE"
"1026","MA0837.1",3.97042678396009e-56,2.40967372651441,0.929,0.369,2.51328015424674e-53,"Club cells_3","CEBPE"
"1027","MA0837.1",0.000330261039092843,1.54397430482605,0.619,0.38,0.20905523774577,"Endothelial cells","CEBPE"
"1028","MA0837.1",8.21698544973393e-09,7.71977994316183,0.839,0.38,5.20135178968158e-06,"Stromal cells","CEBPE"
"1029","MA0838.1",3.95508018828279e-56,1.32218575073138,0.951,0.363,2.50356575918301e-53,"AT2 cells","CEBPG"
"1030","MA0838.1",6.77420979606224e-150,0.636987876339264,0.954,0.341,4.2880748009074e-147,"Club cell_2","CEBPG"
"1031","MA0838.1",2.85682733847327e-09,5.09831235242976,0.839,0.371,1.80837170525358e-06,"Stromal cells","CEBPG"
"1032","MA0838.1",3.51725650418752e-54,5.62640731931358,0.929,0.36,2.2264233671507e-51,"Club cells_3","CEBPG"
"1033","MA0838.1",0.00112440993835788,1.6620225801971,0.548,0.372,0.711751490980538,"Endothelial cells","CEBPG"
"1034","MA0838.1",0,0.512543793082168,0.924,0.27,0,"Club cells_1","CEBPG"
"1035","MA0839.1",1.66766388849984e-15,0.605179277810041,0.594,0.482,1.0556312414204e-12,"NE_2","CREB3L1"
"1036","MA0841.1",7.5776154696312e-288,12.9050361908491,0.893,0.318,4.79663059227655e-285,"NE_2","NFE2"
"1037","MA0842.2",1.87562875011975e-84,1.03749491088291,0.753,0.484,1.1872729988258e-81,"NE_3","NRL"
"1038","MA0842.2",2.41172302478736e-08,0.771265677077202,0.79,0.513,1.5266206746904e-05,"NE_8","NRL"
"1039","MA0843.1",2.00831919724497e-06,0.652591697469531,0.806,0.465,0.00127126605185606,"Stromal cells","TEF"
"1040","MA0843.1",2.65784498328814e-121,0.707473246628249,0.732,0.417,1.68241587442139e-118,"Club cells_1","TEF"
"1041","MA0843.1",5.77683177992374e-35,2.34350367549522,0.845,0.46,3.65673451669173e-32,"AT2 cells","TEF"
"1042","MA0843.1",6.21539316509651e-33,1.86171781726503,0.826,0.458,3.93434387350609e-30,"Club cells_3","TEF"
"1043","MA0843.1",4.29474857321679e-17,2.35248995726484,0.848,0.462,2.71857584684623e-14,"Cilliated cells","TEF"
"1044","MA0843.1",0.000369682526408977,0.50362573989886,0.643,0.466,0.234009039216882,"Endothelial cells","TEF"
"1045","MA0843.1",1.05720183671521e-65,2.69722319471958,0.789,0.449,6.69208762640728e-63,"Club cell_2","TEF"
"1046","MA0844.1",1.21212200278758e-09,2.91241536029477,0.903,0.485,7.67273227764541e-07,"Stromal cells","XBP1"
"1047","MA0844.1",2.23410351371784e-11,2.68766280697723,0.905,0.484,1.41418752418339e-08,"Endothelial cells","XBP1"
"1048","MA0845.1",1.76024346020913e-14,0.543024786462291,0.718,0.469,1.11423411031238e-11,"NE_7","FOXB1"
"1049","MA0845.1",6.47734290169712e-58,2.12494636198062,0.668,0.447,4.10015805677428e-55,"NE_3","FOXB1"
"1050","MA0845.1",2.44791102584176e-55,3.11754406963875,0.757,0.456,1.54952767935783e-52,"NE_6","FOXB1"
"1051","MA0845.1",0.000550662608291683,0.679994691380713,0.59,0.473,0.348569431048635,"NE_8","FOXB1"
"1052","MA0846.1",4.75594276472229e-48,3.9015597280897,0.724,0.444,3.01051177006921e-45,"NE_6","FOXC2"
"1053","MA0846.1",3.27658244267995e-27,1.00335286262874,0.579,0.444,2.07407668621641e-24,"NE_3","FOXC2"
"1054","MA0846.1",3.64467419065414e-52,2.62446440901925,0.908,0.45,2.30707876268407e-49,"Club cells_3","FOXC2"
"1055","MA0847.2",1.84004236084063e-12,0.997675369621087,0.54,0.454,1.16474681441212e-09,"NE_3","FOXD2"
"1056","MA0847.2",1.76827188021427e-53,5.26514249012484,0.736,0.447,1.11931610017563e-50,"NE_6","FOXD2"
"1057","MA0848.1",6.02752039156832e-69,2.25514631684654,0.693,0.451,3.81542040786275e-66,"NE_3","FOXO4"
"1058","MA0848.1",7.03464606710991e-34,1.45841414643356,0.815,0.473,4.45293096048058e-31,"Club cells_3","FOXO4"
"1059","MA0848.1",1.67231168062527e-20,2.95591683396855,0.652,0.469,1.05857329383579e-17,"NE_6","FOXO4"
"1060","MA0849.1",6.02752039156832e-69,2.25514631684654,0.693,0.451,3.81542040786275e-66,"NE_3","FOXO6"
"1061","MA0849.1",7.03464606710991e-34,1.45841414643356,0.815,0.473,4.45293096048058e-31,"Club cells_3","FOXO6"
"1062","MA0849.1",1.67231168062527e-20,2.95591683396855,0.652,0.469,1.05857329383579e-17,"NE_6","FOXO6"
"1063","MA0850.1",6.02752039156832e-69,2.25514631684654,0.693,0.451,3.81542040786275e-66,"NE_3","FOXP3"
"1064","MA0850.1",7.03464606710991e-34,1.45841414643356,0.815,0.473,4.45293096048058e-31,"Club cells_3","FOXP3"
"1065","MA0850.1",1.67231168062527e-20,2.95591683396855,0.652,0.469,1.05857329383579e-17,"NE_6","FOXP3"
"1066","MA0852.2",3.09486984524602e-96,3.15232648700445,0.71,0.432,1.95905261204073e-93,"NE_3","FOXK1"
"1067","MA0852.2",2.98734160363166e-22,2.33443984123956,0.626,0.456,1.89098723509884e-19,"NE_6","FOXK1"
"1068","MA0852.2",5.44916396192651e-33,1.01678724206471,0.81,0.458,3.44932078789948e-30,"Club cells_3","FOXK1"
"1069","MA0855.1",9.54635810644997e-18,0.504825200843263,0.804,0.42,6.04284468138283e-15,"Cilliated cells","RXRB"
"1070","MA0855.1",1.19150003844388e-115,2.45979296270575,0.897,0.398,7.54219524334973e-113,"Club cell_2","RXRB"
"1071","MA0855.1",0,2.2322543222584,0.908,0.334,0,"Club cells_1","RXRB"
"1072","MA0855.1",2.44365023969495e-65,2.56538628167876,0.94,0.412,1.54683060172691e-62,"Club cells_3","RXRB"
"1073","MA0856.1",4.44008024534752e-68,2.94924120780294,0.957,0.401,2.81057079530498e-65,"Club cells_3","RXRG"
"1074","MA0856.1",0,2.03839133159262,0.92,0.318,0,"Club cells_1","RXRG"
"1075","MA0856.1",6.88213598593997e-125,2.5308082840373,0.908,0.386,4.3563920791e-122,"Club cell_2","RXRG"
"1076","MA0861.1",1.06238369623413e-11,0.60714582513406,0.612,0.479,6.72488879716206e-09,"NE_6","TP73"
"1077","MA0861.1",3.38545008080855e-20,2.54863354509942,0.815,0.483,2.14298990115181e-17,"Cilliated cells","TP73"
"1078","MA0862.1",1.30600564302811e-87,0.935375305875783,0.687,0.445,8.26701572036796e-85,"Club cells_1","GMEB2"
"1079","MA0862.1",7.64625894722546e-23,1.79772205183055,0.796,0.478,4.84008191359372e-20,"AT2 cells","GMEB2"
"1080","MA0862.1",7.28185710296298e-30,0.903750349999299,0.697,0.472,4.60941554617557e-27,"Club cell_2","GMEB2"
"1081","MA0862.1",9.98343742166949e-05,0.527584750676956,0.652,0.481,0.0631951588791679,"Cilliated cells","GMEB2"
"1082","MA0862.1",1.31398871028166e-14,0.84702496751535,0.734,0.478,8.31754853608293e-12,"Club cells_3","GMEB2"
"1083","MA0863.1",6.56741431323888e-21,0.706131550988913,0.717,0.495,4.15717326028021e-18,"NFIB high_NE","MTF1"
"1084","MA0864.2",6.73459322725365e-11,2.54087932384812,0.903,0.474,4.26299751285156e-08,"Stromal cells","E2F2"
"1085","MA0864.2",2.65106893832161e-26,1.16118274553223,0.703,0.466,1.67812663795758e-23,"NFIB high_NE","E2F2"
"1086","MA0864.2",5.16112797136325e-13,2.16393252883093,0.881,0.474,3.26699400587294e-10,"Endothelial cells","E2F2"
"1087","MA0865.1",3.70961212832585e-27,1.06104991965248,0.739,0.477,2.34818447723026e-24,"NFIB high_NE","E2F8"
"1088","MA0865.1",1.2174497253513e-12,1.6724488097516,0.929,0.486,7.70645676147372e-10,"Endothelial cells","E2F8"
"1089","MA0865.1",2.37490866847937e-11,2.68142348561527,0.871,0.487,1.50331718714744e-08,"Stromal cells","E2F8"
"1090","MA0866.1",3.62562524812939e-05,0.774815022121728,0.786,0.495,0.022950207820659,"Endothelial cells","SOX21"
"1091","MA0867.2",1.53295693201911e-19,3.13246371298713,0.976,0.501,9.70361737968094e-17,"Endothelial cells","SOX4"
"1092","MA0867.2",0.00626065692209182,1.04496496057218,0.59,0.502,1,"NE_8","SOX4"
"1093","MA0867.2",2.36905460500445e-39,1.27409434579746,0.658,0.482,1.49961156496782e-36,"NE_3","SOX4"
"1094","MA0867.2",4.03845145470186e-77,1.84617575096908,0.901,0.486,2.55633977082628e-74,"NFIB high_NE","SOX4"
"1095","MA0868.2",1.25653344496451e-64,1.09796753954714,0.881,0.497,7.95385670662534e-62,"NFIB high_NE","SOX8"
"1096","MA0868.2",7.79925833843978e-66,0.75543019330657,0.73,0.484,4.93693052823238e-63,"NE_3","SOX8"
"1097","MA0868.2",8.03343502068135e-21,6.49009439161237,0.976,0.511,5.08516436809129e-18,"Endothelial cells","SOX8"
"1098","MA0871.2",4.46462947252238e-10,0.76165591278017,0.783,0.483,2.82611045610667e-07,"Cilliated cells","TFEC"
"1099","MA0871.2",1.22752151721664e-06,0.874287486187296,0.786,0.485,0.000777021120398131,"Endothelial cells","TFEC"
"1100","MA0871.2",9.82639201893124e-17,1.99237867544793,0.61,0.479,6.22010614798348e-14,"NE_6","TFEC"
"1101","MA0871.2",3.45689517697178e-12,1.00052751735889,0.676,0.483,2.18821464702313e-09,"AT2 cells","TFEC"
"1102","MA0873.1",1.03668769498549e-06,1.8875221141893,0.774,0.483,0.000656223310925813,"Stromal cells","HOXD12"
"1103","MA0873.1",1.29245766247505e-06,0.794830186082914,0.81,0.483,0.000818125700346704,"Endothelial cells","HOXD12"
"1104","MA0875.1",3.19075379936735e-37,1.10732880240735,0.759,0.483,2.01974715499953e-34,"NFIB high_NE","BARX1"
"1105","MA0876.1",9.85791998567041e-06,0.545186440614482,0.61,0.492,0.00624006335092937,"NE_7","BSX"
"1106","MA0876.1",2.88082736229213e-16,1.10467762796962,0.64,0.486,1.82356372033092e-13,"NE_6","BSX"
"1107","MA0876.1",1.29031074327527e-57,1.74598158053508,0.807,0.481,8.16766700493245e-55,"NFIB high_NE","BSX"
"1108","MA0877.2",3.93731656673991e-07,1.65259246731923,0.762,0.487,0.000249232138674636,"Endothelial cells","BARHL1"
"1109","MA0878.2",2.31071517558471e-13,0.874168519209063,0.701,0.495,1.46268270614512e-10,"NE_7","CDX1"
"1110","MA0882.1",1.62234591830176e-64,1.58782836987084,0.824,0.474,1.02694496628501e-61,"NFIB high_NE","DLX6"
