"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Kcnip1",3.64993399725851e-240,0.996449391859506,0.626,0.225,6.11181447840938e-236,"NE_1","Kcnip1"
"Piezo2",3.49694555121723e-164,0.744982183044862,0.782,0.441,5.85563532551325e-160,"NE_1","Piezo2"
"mt-Nd3",7.93259109862755e-137,0.538901761126899,1,0.959,1.32831237946518e-132,"NE_1","mt-Nd3"
"mt-Cytb",2.19393001033985e-120,0.408724789716704,1,0.996,3.67373580231407e-116,"NE_1","mt-Cytb"
"mt-Nd1",1.66243870371969e-117,0.436435995413451,1,0.993,2.78375360937862e-113,"NE_1","mt-Nd1"
"mt-Nd4",6.92103209612786e-103,0.357442396818096,1,0.994,1.15892682449661e-98,"NE_1","mt-Nd4"
"Nrxn1",2.49079954959811e-102,0.466951654474734,0.718,0.413,4.17084384580204e-98,"NE_1","Nrxn1"
"Cplx2",1.41253413153569e-98,0.539062153339893,0.702,0.449,2.36528840325651e-94,"NE_1","Cplx2"
"Meis2",1.75809637623661e-94,0.488604735815051,0.732,0.448,2.9439323820082e-90,"NE_1","Meis2"
"mt-Nd2",1.71473970827384e-87,0.339654852587125,1,0.997,2.87133164150454e-83,"NE_1","mt-Nd2"
"mt-Co3",1.59742586535638e-74,0.276116040971103,1,0.999,2.67488961153926e-70,"NE_1","mt-Co3"
"mt-Co2",4.05346175123197e-74,0.278779373954817,1,0.999,6.78752170243793e-70,"NE_1","mt-Co2"
"Pclo",6.19581282764622e-72,0.403257442243469,0.515,0.283,1.03748885798936e-67,"NE_1","Pclo"
"Ptprt",8.20575275462608e-71,0.462347933875146,0.742,0.506,1.37405329876214e-66,"NE_1","Ptprt"
"Ddc",1.07895015338043e-68,0.44308052016743,0.468,0.247,1.80670203183553e-64,"NE_1","Ddc"
"mt-Atp6",1.76424383150718e-68,0.261260813369775,1,1,2.95422629585878e-64,"NE_1","mt-Atp6"
"Zfpm2",2.00627754115282e-66,0.48787081101573,0.493,0.283,3.3595117426604e-62,"NE_1","Zfpm2"
"Nlgn1",7.07730778576031e-66,0.407153132745896,0.532,0.308,1.18509518872556e-61,"NE_1","Nlgn1"
"Frmpd4",9.65485401302312e-55,0.381361935204982,0.395,0.212,1.61670530448072e-50,"NE_1","Frmpd4"
"Robo1",4.8659589231273e-53,0.373248922903426,0.469,0.276,8.14804821677667e-49,"NE_1","Robo1"
"Cacna1a",7.02783162896175e-49,0.337449058631654,0.531,0.336,1.17681040626965e-44,"NE_1","Cacna1a"
"Ctnna2",1.62549608132739e-46,0.325193951840525,0.435,0.256,2.72189318818271e-42,"NE_1","Ctnna2"
"Cdh13",5.96166538602401e-45,0.263657553205747,0.631,0.413,9.9828086888972e-41,"NE_1","Cdh13"
"Agbl4",3.44044881954406e-42,0.264637448278327,0.312,0.161,5.76103154832652e-38,"NE_1","Agbl4"
"Ntn4",1.93053847408665e-34,0.262940342735191,0.337,0.198,3.23268667485809e-30,"NE_1","Ntn4"
"mt-Nd4l",1.06001437351749e-33,0.250577978814519,0.926,0.854,1.77499406845504e-29,"NE_1","mt-Nd4l"
"Mecom",0,1.6046412308287,0.858,0.134,0,"Club cells_1","Mecom"
"Rad51b",0,1.18975882818406,0.595,0.09,0,"Club cells_1","Rad51b"
"Malat1",0,1.1063800962926,0.998,0.997,0,"Club cells_1","Malat1"
"Col23a1",0,0.978085748524145,0.544,0.07,0,"Club cells_1","Col23a1"
"Atp11a",0,0.867596392441215,0.624,0.131,0,"Club cells_1","Atp11a"
"Il18r1",0,0.838398222112836,0.592,0.126,0,"Club cells_1","Il18r1"
"Ptpn13",0,0.821378519950297,0.597,0.117,0,"Club cells_1","Ptpn13"
"Samd4",0,0.773355390940429,0.506,0.055,0,"Club cells_1","Samd4"
"Runx1",0,0.589325312324552,0.408,0.055,0,"Club cells_1","Runx1"
"Prdm16",0,0.526543712516003,0.395,0.05,0,"Club cells_1","Prdm16"
"Scgb1a1",1.00645606541026e-291,0.52454102853628,0.784,0.291,1.68531068152948e-287,"Club cells_1","Scgb1a1"
"Ahnak",7.48949803061846e-286,0.666448059259656,0.477,0.093,1.25411644522706e-281,"Club cells_1","Ahnak"
"Eya2",5.34617388177189e-281,0.482158439940681,0.356,0.045,8.95216816502704e-277,"Club cells_1","Eya2"
"Slc4a5",1.26957970861003e-280,0.518599103215001,0.343,0.041,2.12591122206749e-276,"Club cells_1","Slc4a5"
"Lrmda",4.92183370791593e-274,0.73476913859008,0.526,0.123,8.24161054390522e-270,"Club cells_1","Lrmda"
"Sfta3-ps",1.04951940792657e-267,0.955519689057382,0.719,0.281,1.75742024857304e-263,"Club cells_1","Sfta3-ps"
"Rai14",6.16221199801754e-264,0.483457759473261,0.362,0.052,1.03186239906804e-259,"Club cells_1","Rai14"
"Por",6.6219823676809e-263,0.746649681734822,0.48,0.108,1.10885094746817e-258,"Club cells_1","Por"
"Nckap5",1.15445358255218e-249,0.595684689671139,0.424,0.082,1.93313252398362e-245,"Club cells_1","Nckap5"
"Nedd4l",3.15654472952948e-240,0.538903418174458,0.424,0.087,5.28563414959712e-236,"Club cells_1","Nedd4l"
"Slc4a4",6.58893411268867e-237,0.478967805158768,0.33,0.047,1.10331701716972e-232,"Club cells_1","Slc4a4"
"Gabrp",6.02214791096422e-233,0.402990064496205,0.277,0.031,1.00840866769096e-228,"Club cells_1","Gabrp"
"Alcam",3.47785116815793e-227,0.888159934840779,0.821,0.41,5.82366178108045e-223,"Club cells_1","Alcam"
"Zfp36l1",5.95430345430559e-221,0.436741480941514,0.281,0.035,9.9704811342347e-217,"Club cells_1","Zfp36l1"
"Nfia",3.49672015335638e-218,0.449005718997258,0.344,0.059,5.85525789679526e-214,"Club cells_1","Nfia"
"Itprid1",3.94940240870827e-215,0.382313168751511,0.25,0.026,6.61327433338199e-211,"Club cells_1","Itprid1"
"Ppp2r2b",9.71216801470732e-208,0.425379927171618,0.265,0.033,1.62630253406274e-203,"Club cells_1","Ppp2r2b"
"Trpm6",8.45329397754874e-206,0.333453574511559,0.253,0.029,1.41550407654054e-201,"Club cells_1","Trpm6"
"Myo5c",3.58557599543849e-201,0.423332608537674,0.311,0.051,6.00404700436175e-197,"Club cells_1","Myo5c"
"Fmo2",4.45257032323756e-190,0.337142743976794,0.256,0.034,7.45582900626129e-186,"Club cells_1","Fmo2"
"Me1",8.41448063123469e-186,0.380811892016413,0.285,0.046,1.40900478170025e-181,"Club cells_1","Me1"
"Sp100",1.73822688284458e-183,0.37361783147534,0.281,0.045,2.91066091532324e-179,"Club cells_1","Sp100"
"Mob3b",1.59219791901186e-180,0.341593781012971,0.256,0.037,2.66613541538536e-176,"Club cells_1","Mob3b"
"Lpp",1.90949473782621e-178,0.475921900381353,0.365,0.085,3.19744893848999e-174,"Club cells_1","Lpp"
"Sox5",1.30706333604478e-177,0.358568066171847,0.269,0.042,2.18867755620699e-173,"Club cells_1","Sox5"
"Etl4",2.6856111630262e-175,0.544814150511847,0.495,0.159,4.49705589248738e-171,"Club cells_1","Etl4"
"Taok3",9.15330827994372e-169,0.439431337317929,0.371,0.091,1.53272147147658e-164,"Club cells_1","Taok3"
"Rbm47",2.55153901044954e-166,0.344931142446353,0.266,0.045,4.27255207299776e-162,"Club cells_1","Rbm47"
"Rarb",8.09211897637837e-166,0.361591326161136,0.277,0.049,1.35502532259456e-161,"Club cells_1","Rarb"
"Ahr",8.21193821859217e-163,0.373156266536811,0.276,0.05,1.37508905470326e-158,"Club cells_1","Ahr"
"Nfix",1.50225778859351e-159,0.330292575637616,0.265,0.047,2.51553066699984e-155,"Club cells_1","Nfix"
"Large1",1.29955503367981e-155,0.775115338020831,0.464,0.162,2.17610490389684e-151,"Club cells_1","Large1"
"Wwc1",9.69786299567709e-155,0.413811929130095,0.365,0.095,1.62390715862613e-150,"Club cells_1","Wwc1"
"Pde7a",1.00662410702409e-152,0.410752347061085,0.307,0.069,1.68559206721184e-148,"Club cells_1","Pde7a"
"Zfp704",3.78476037460885e-142,0.550694446459713,0.491,0.188,6.33758124728252e-138,"Club cells_1","Zfp704"
"Muc4",7.07215918474282e-142,0.350649868307159,0.286,0.062,1.18423305548519e-137,"Club cells_1","Muc4"
"Pigr",7.66540974575777e-141,0.597608145294218,0.454,0.16,1.28357286192714e-136,"Club cells_1","Pigr"
"Oasl2",7.15159596573855e-136,0.344839252382587,0.251,0.05,1.19753474446292e-131,"Club cells_1","Oasl2"
"Itpr1",5.58241708154258e-135,0.509293005449149,0.479,0.183,9.34775740304306e-131,"Club cells_1","Itpr1"
"Magi1",2.626145369716e-133,0.345679999868139,0.276,0.062,4.39748042158944e-129,"Club cells_1","Magi1"
"Rnf213",5.32680937039194e-133,0.559706218706391,0.439,0.158,8.9197422907213e-129,"Club cells_1","Rnf213"
"Celsr2",1.25567716769308e-132,0.317378091394266,0.268,0.058,2.10263141730206e-128,"Club cells_1","Celsr2"
"Dapk1",1.30745656347794e-132,0.416941845807769,0.332,0.091,2.1893360155438e-128,"Club cells_1","Dapk1"
"Stox2",4.475868667346e-132,0.362771129102402,0.283,0.066,7.49484208347088e-128,"Club cells_1","Stox2"
"Lrrfip1",1.35563315198847e-130,0.428509402676028,0.406,0.135,2.2700077130047e-126,"Club cells_1","Lrrfip1"
"5330417C22Rik",1.84297912453136e-127,0.496089126835369,0.463,0.177,3.08606854402777e-123,"Club cells_1","5330417C22Rik"
"Myo1e",2.79952899929036e-126,0.385312793761577,0.319,0.087,4.68781130931171e-122,"Club cells_1","Myo1e"
"Airn",3.31712623085941e-125,0.547807573044585,0.5,0.209,5.55452787357409e-121,"Club cells_1","Airn"
"Ptprk",3.26281499264119e-121,0.440428452262162,0.406,0.143,5.46358370517767e-117,"Club cells_1","Ptprk"
"Camk1d",2.42333845076047e-120,0.479952000298358,1,1,4.0578802357984e-116,"Club cells_1","Camk1d"
"Pard3b",6.39068795391455e-117,0.306453284753992,0.275,0.069,1.07012069788299e-112,"Club cells_1","Pard3b"
"Rbms3",2.39864985106048e-112,0.518106540062645,0.463,0.195,4.01653917560077e-108,"Club cells_1","Rbms3"
"Dapk2",1.64672116282093e-107,0.358203706310765,0.329,0.104,2.75743458714365e-103,"Club cells_1","Dapk2"
"Sftpb",5.13650054708212e-104,0.31666592960443,0.264,0.069,8.60107016608902e-100,"Club cells_1","Sftpb"
"Vegfa",1.01941788641041e-101,0.447345333788296,0.423,0.169,1.70701525079422e-97,"Club cells_1","Vegfa"
"Tcf7l1",1.98533414194958e-101,0.313057428675643,0.282,0.082,3.32444202069457e-97,"Club cells_1","Tcf7l1"
"Parp14",1.28391138599768e-98,0.302779122122151,0.252,0.068,2.14990961585311e-94,"Club cells_1","Parp14"
"Cux1",6.37412336437891e-90,0.299001732691097,0.292,0.096,1.06734695736525e-85,"Club cells_1","Cux1"
"Setbp1",2.37703112520915e-85,0.398429661682987,0.424,0.188,3.98033861916272e-81,"Club cells_1","Setbp1"
"Jarid2",1.42119942672887e-82,0.489157707989845,0.883,0.713,2.3797984400575e-78,"Club cells_1","Jarid2"
"Ncoa1",3.12313599838469e-82,0.308754847517777,0.35,0.137,5.22969122929516e-78,"Club cells_1","Ncoa1"
"Maml2",1.33189545555377e-77,0.290546610904639,0.295,0.107,2.23025894032479e-73,"Club cells_1","Maml2"
"Arhgef12",6.91725742294864e-73,0.250292351843059,0.253,0.084,1.15829475547275e-68,"Club cells_1","Arhgef12"
"Atp1b1",4.51945861548901e-71,0.265060308663937,0.25,0.084,7.56783345163635e-67,"Club cells_1","Atp1b1"
"Hivep2",1.35963513100743e-70,0.360682605119142,0.428,0.205,2.27670902687194e-66,"Club cells_1","Hivep2"
"Mprip",7.24681770694362e-70,0.331994534968518,0.413,0.196,1.21347962502771e-65,"Club cells_1","Mprip"
"Atp8a1",1.04490384622082e-68,0.472421541284879,0.461,0.247,1.74969149049676e-64,"Club cells_1","Atp8a1"
"Pde4d",1.87284930513832e-66,0.46311989286689,0.58,0.356,3.13608616145412e-62,"Club cells_1","Pde4d"
"Macf1",2.96145270310599e-66,0.370434976300864,0.498,0.269,4.95895255135098e-62,"Club cells_1","Macf1"
"Ldlrad4",5.25933951133398e-61,0.347072494974799,0.345,0.16,8.80676401172875e-57,"Club cells_1","Ldlrad4"
"Fam172a",1.78654788425477e-60,0.3000478811288,0.275,0.11,2.99157443218462e-56,"Club cells_1","Fam172a"
"Nfib",5.31952275741276e-59,0.265970313022132,0.388,0.189,8.90754085728767e-55,"Club cells_1","Nfib"
"Kirrel3",1.97828413928135e-58,0.319144044735835,0.272,0.11,3.31263679122662e-54,"Club cells_1","Kirrel3"
"Igf1r",2.48443231136795e-52,0.254138539386158,0.25,0.102,4.16018190538563e-48,"Club cells_1","Igf1r"
"Cd44",6.37142123536656e-52,0.284987654240856,0.341,0.167,1.06689448586213e-47,"Club cells_1","Cd44"
"Ccnd3",9.26994865975633e-52,0.283678750475325,0.304,0.14,1.5522529030762e-47,"Club cells_1","Ccnd3"
"Ank3",9.89828307710283e-51,0.387891302872274,0.571,0.374,1.65746750126087e-46,"Club cells_1","Ank3"
"Naaladl2",5.77777372416748e-50,0.331792039944075,0.547,0.339,9.67488210111844e-46,"Club cells_1","Naaladl2"
"Shroom3",6.70093249448561e-49,0.344072793256598,0.453,0.258,1.12207114620162e-44,"Club cells_1","Shroom3"
"Neat1",6.05251598153177e-46,0.385802220030559,0.418,0.241,1.01349380110749e-41,"Club cells_1","Neat1"
"Zbtb20",2.49080819668673e-44,0.307901593353778,0.495,0.305,4.17085832535193e-40,"Club cells_1","Zbtb20"
"Celf2",1.50625149553163e-42,0.254341906227983,0.356,0.192,2.52221812926771e-38,"Club cells_1","Celf2"
"Ppp1r9a",1.90466890028388e-42,0.264169490788541,0.359,0.195,3.18936807352536e-38,"Club cells_1","Ppp1r9a"
"Cmss1",1.38201267448535e-40,0.268037971288228,1,1,2.31418022342571e-36,"Club cells_1","Cmss1"
"Lmo7",2.25637327570531e-39,0.271947075201732,0.35,0.194,3.77829705016853e-35,"Club cells_1","Lmo7"
"Pbx1",1.57697249174674e-33,0.2865498087432,0.435,0.278,2.64064043742992e-29,"Club cells_1","Pbx1"
"Hexb",3.91016071986889e-28,0.258124005537877,0.999,0.999,6.54756412542046e-24,"Club cells_1","Hexb"
"Jun",7.13056098380492e-25,0.385192072093527,0.571,0.463,1.19401243673813e-20,"Club cells_1","Jun"
"Gpr158",0,1.33081254051529,0.561,0.066,0,"NE_2","Gpr158"
"Dlgap1",1.07727097942479e-219,0.689941280301365,0.339,0.051,1.80389025504682e-215,"NE_2","Dlgap1"
"Celf4",1.08153407968095e-209,0.868294944597524,0.707,0.276,1.81102881642576e-205,"NE_2","Celf4"
"Cntnap5b",1.70909679861141e-203,1.25985624214624,0.62,0.231,2.86188258927481e-199,"NE_2","Cntnap5b"
"Ralgapa2",2.60581181415858e-166,0.612091782326978,0.433,0.119,4.36343188280854e-162,"NE_2","Ralgapa2"
"Ptprn",1.84413573007088e-151,0.479127383218824,0.441,0.125,3.08800528000369e-147,"NE_2","Ptprn"
"Tenm4",2.29889048432533e-147,0.597688171581314,0.478,0.155,3.84949211600276e-143,"NE_2","Tenm4"
"Egfr",2.17974797445392e-137,0.536534271873612,0.46,0.15,3.64998798322309e-133,"NE_2","Egfr"
"Dscaml1",3.74213268552832e-137,0.643416788954453,0.529,0.2,6.26620118191716e-133,"NE_2","Dscaml1"
"Grip1",2.78286016204365e-130,0.592255992009987,0.468,0.162,4.6598993413421e-126,"NE_2","Grip1"
"Rps6ka2",1.28739357051705e-117,0.360704535352858,0.269,0.059,2.1557405338308e-113,"NE_2","Rps6ka2"
"Xylt1",5.29959301998366e-117,0.367461055307309,0.268,0.06,8.87416851196263e-113,"NE_2","Xylt1"
"Cdh131",8.84328008373435e-109,0.686444472824944,0.73,0.409,1.48080725002132e-104,"NE_2","Cdh13"
"Ephb2",9.75937019583596e-103,0.62524557020023,0.686,0.373,1.63420653929273e-98,"NE_2","Ephb2"
"Slc18a1",1.02695023388103e-102,0.379986928713201,0.346,0.107,1.71962816663379e-98,"NE_2","Slc18a1"
"Prkca",5.19753253753265e-90,0.434239060639187,0.379,0.139,8.70326823409842e-86,"NE_2","Prkca"
"Oxr1",2.43582387549017e-86,0.429251658377007,0.412,0.165,4.07878707950829e-82,"NE_2","Oxr1"
"Ptprt1",1.21006518844949e-81,0.566636513912524,0.807,0.508,2.02625415805867e-77,"NE_2","Ptprt"
"Fmnl2",6.31876513557405e-78,0.289702085164669,0.271,0.083,1.05807722195187e-73,"NE_2","Fmnl2"
"2610035D17Rik",1.60017606986801e-77,0.424758581803362,0.383,0.156,2.67949482899398e-73,"NE_2","2610035D17Rik"
"Pcsk2",6.73156328720055e-75,0.337880537788265,0.285,0.094,1.12720027244173e-70,"NE_2","Pcsk2"
"Prune2",1.14547437413205e-71,0.317853173350585,0.265,0.086,1.91809683948412e-67,"NE_2","Prune2"
"Dst",2.10506682638303e-68,0.443091622945885,0.633,0.37,3.52493440077838e-64,"NE_2","Dst"
"Ptk2b",1.70470551270244e-64,0.296950547326943,0.27,0.094,2.85452938102023e-60,"NE_2","Ptk2b"
"Pde1c",1.38878720797471e-62,0.407348551017834,0.379,0.17,2.32552417975366e-58,"NE_2","Pde1c"
"Khdrbs3",1.54094710192161e-62,0.267963627163238,0.25,0.084,2.58031592216774e-58,"NE_2","Khdrbs3"
"Fndc3a",3.23313650747882e-62,0.29220381044818,0.293,0.111,5.41388708177328e-58,"NE_2","Fndc3a"
"Pam",4.02813116109816e-62,0.359821060638343,0.41,0.193,6.74510562925887e-58,"NE_2","Pam"
"Ptprz1",2.99879884537327e-58,0.338267153311414,0.364,0.161,5.02148866657754e-54,"NE_2","Ptprz1"
"Limch1",2.31721060384601e-57,0.416190396409309,0.609,0.373,3.88016915614015e-53,"NE_2","Limch1"
"Snap25",2.01563046177335e-56,0.28863328736851,0.278,0.107,3.37517320823948e-52,"NE_2","Snap25"
"Kalrn",2.04187912272063e-56,0.349613662336703,0.459,0.24,3.41912659099569e-52,"NE_2","Kalrn"
"Fndc3b",8.06201978983657e-56,0.376251877328239,0.471,0.25,1.34998521380813e-51,"NE_2","Fndc3b"
"Mast4",6.23714211927719e-54,0.321661722284783,0.386,0.186,1.04440944787297e-49,"NE_2","Mast4"
"Anxa1",2.53644430700808e-52,0.359842685837186,0.265,0.104,4.24727599208502e-48,"NE_2","Anxa1"
"Rgs7",5.79898149053405e-51,0.283286734807164,0.303,0.127,9.71039450589927e-47,"NE_2","Rgs7"
"Tmem132d",9.34628168308369e-51,0.343671145191939,0.305,0.133,1.56503486783236e-46,"NE_2","Tmem132d"
"Tshz2",2.02291998019992e-50,0.409689208696395,0.528,0.312,3.38737950684476e-46,"NE_2","Tshz2"
"Rims2",4.15336722160881e-49,0.331472782639713,0.507,0.288,6.95481341258396e-45,"NE_2","Rims2"
"Hcn1",8.50257413219402e-48,0.293625901230769,0.324,0.148,1.42375603843589e-43,"NE_2","Hcn1"
"Plcb1",3.03569338869952e-45,0.280645267020673,0.314,0.144,5.08326857937735e-41,"NE_2","Plcb1"
"Tcerg1l",1.31349231983496e-42,0.283960334322476,0.391,0.206,2.19944288956365e-38,"NE_2","Tcerg1l"
"Phldb2",1.35083466100854e-42,0.3070223291296,0.381,0.199,2.2619726398588e-38,"NE_2","Phldb2"
"Ptprm",2.91845791579837e-42,0.293242674624256,0.392,0.208,4.88695778000437e-38,"NE_2","Ptprm"
"Ptprn2",4.12790553927328e-41,0.263941554316428,0.395,0.209,6.91217782551311e-37,"NE_2","Ptprn2"
"Phactr1",3.12627355739536e-40,0.282344217580687,0.386,0.206,5.23494507185854e-36,"NE_2","Phactr1"
"Piezo21",5.78439718085324e-39,0.319501623762548,0.708,0.468,9.68597307933876e-35,"NE_2","Piezo2"
"Tmtc1",1.86408042657598e-36,0.264620960250675,0.351,0.182,3.12140267430148e-32,"NE_2","Tmtc1"
"Frmpd41",8.92121501833648e-35,0.32173072562145,0.394,0.221,1.49385745482044e-30,"NE_2","Frmpd4"
"Utrn",3.10897896868015e-28,0.279280481463566,0.481,0.322,5.20598528305491e-24,"NE_2","Utrn"
"Tanc2",2.40112102826121e-27,0.292353620192331,0.497,0.337,4.0206771618234e-23,"NE_2","Tanc2"
"Pbx11",2.56259409731744e-27,0.284508041526492,0.438,0.283,4.29106381595805e-23,"NE_2","Pbx1"
"Iqgap1",5.07960337871389e-27,0.251497121979895,0.425,0.274,8.50579585765641e-23,"NE_2","Iqgap1"
"Rere",1.44868941595353e-26,0.276965841465472,0.599,0.436,2.42583042701418e-22,"NE_2","Rere"
"Thbs1",1.12379337214145e-15,0.275636539597479,0.257,0.162,1.88179200165086e-11,"NE_2","Thbs1"
"Hsp90aa1",1.09148228585985e-268,1.92240073147585,0.73,0.29,1.82768708767232e-264,"NE_3","Hsp90aa1"
"Hsph1",8.68619831413955e-243,0.81391872873671,0.366,0.053,1.45450390770267e-238,"NE_3","Hsph1"
"Dnaja1",5.6412675130866e-191,0.774559569551392,0.404,0.087,9.44630245066351e-187,"NE_3","Dnaja1"
"Hsp90ab1",1.27979282901245e-180,1.18446995942209,0.571,0.208,2.14301309218135e-176,"NE_3","Hsp90ab1"
"Tmtc11",2.94914491343984e-162,0.857199106942032,0.503,0.163,4.93834315755502e-158,"NE_3","Tmtc1"
"Megf9",1.63843228148149e-139,0.69295279097789,0.435,0.137,2.74355485534076e-135,"NE_3","Megf9"
"Hspa8",1.32326670481367e-103,0.536857481931004,0.333,0.101,2.2158100972105e-99,"NE_3","Hspa8"
"Gm26917",9.39914363013702e-94,0.501067374300649,1,0.993,1.57388660086644e-89,"NE_3","Gm26917"
"Rc3h2",1.53180601334588e-92,0.371668806754656,0.286,0.081,2.56500916934768e-88,"NE_3","Rc3h2"
"Dnajb1",2.83484954383104e-69,0.429233773434081,0.256,0.082,4.74695556114508e-65,"NE_3","Dnajb1"
"Dst1",2.66977022994487e-64,0.469559563713057,0.615,0.374,4.47053025004269e-60,"NE_3","Dst"
"Dsg2",1.99644109184822e-56,0.395432893913266,0.313,0.132,3.34304060829984e-52,"NE_3","Dsg2"
"Ptprn1",1.03766252165726e-54,0.347944329387524,0.33,0.142,1.73756589251508e-50,"NE_3","Ptprn"
"Gnas",3.47423562056441e-52,0.507821127666081,0.487,0.282,5.8176075466351e-48,"NE_3","Gnas"
"Thbs11",1.18195346534134e-49,0.464581580956688,0.331,0.153,1.97918107771408e-45,"NE_3","Thbs1"
"Chka",2.99568243790061e-42,0.423685511645485,0.4,0.224,5.01627024226457e-38,"NE_3","Chka"
"Hsp90b1",4.53224462062712e-40,0.311060337964034,0.281,0.131,7.58924361724011e-36,"NE_3","Hsp90b1"
"Gpsm2",1.01235475966491e-39,0.323052805898784,0.256,0.114,1.69518804505889e-35,"NE_3","Gpsm2"
"Smg1",8.40008702782993e-37,0.266059270787101,0.292,0.143,1.40659457281012e-32,"NE_3","Smg1"
"Nptn",3.71150373150225e-36,0.279657804446975,0.293,0.145,6.21491299840052e-32,"NE_3","Nptn"
"Sema3e",3.00129872195694e-34,0.340120722095934,0.446,0.275,5.0256747099169e-30,"NE_3","Sema3e"
"Ythdc1",3.14493322383169e-34,0.326396444623091,0.382,0.223,5.26619068330616e-30,"NE_3","Ythdc1"
"Peg3",2.05036323906935e-32,0.324652254498409,0.326,0.178,3.43333324382162e-28,"NE_3","Peg3"
"Nop56",1.65079706555134e-30,0.284259633007902,0.294,0.158,2.76425968626573e-26,"NE_3","Nop56"
"Cdh1",5.054358293196e-30,0.298887780167978,0.369,0.219,8.4635229619567e-26,"NE_3","Cdh1"
"Prpf4b",1.48763027887217e-27,0.339102651338205,0.591,0.454,2.49103690197145e-23,"NE_3","Prpf4b"
"Srrm2",2.34206460582436e-27,0.328572319821777,0.786,0.714,3.92178718245289e-23,"NE_3","Srrm2"
"Prrc2c",5.45342735435933e-26,0.316483519663934,0.606,0.481,9.1317641048747e-22,"NE_3","Prrc2c"
"Srsf11",1.20844910981271e-25,0.251208649481496,0.42,0.273,2.02354803438139e-21,"NE_3","Srsf11"
"Spag9",8.19814903868123e-25,0.276039493622564,0.384,0.247,1.37278005652717e-20,"NE_3","Spag9"
"Golga4",4.38420628284877e-24,0.306116655536436,0.512,0.375,7.34135342063027e-20,"NE_3","Golga4"
"Nktr",8.03040938163058e-24,0.287820281201062,0.463,0.323,1.34469205095404e-19,"NE_3","Nktr"
"Fndc3b1",3.63913726830533e-22,0.264321428285421,0.395,0.262,6.09373535577727e-18,"NE_3","Fndc3b"
"Tanc21",1.61002015098842e-17,0.25068615474256,0.463,0.343,2.69597874283011e-13,"NE_3","Tanc2"
"Shroom31",2.376818560887e-16,0.299243244527009,0.382,0.276,3.97998268020527e-12,"NE_3","Shroom3"
"Srrm1",3.80455601067502e-16,0.25038694852984,0.417,0.309,6.37072903987533e-12,"NE_3","Srrm1"
"Ptprj",2.16546069716494e-11,0.261499849127043,0.458,0.379,3.6260639374027e-07,"NE_3","Ptprj"
"Ubc",2.67104997083143e-09,0.273558697647901,0.405,0.331,4.47267317615723e-05,"NE_3","Ubc"
"mt-Co21",5.59925844925176e-164,0.576243071631252,1,0.999,9.37595827327208e-160,"NE_4","mt-Co2"
"mt-Atp61",7.52162637274442e-163,0.552902898889003,1,1,1.25949633611605e-158,"NE_4","mt-Atp6"
"mt-Cytb1",9.20259228468482e-162,0.657946058779625,0.999,0.997,1.54097407807047e-157,"NE_4","mt-Cytb"
"mt-Co31",1.7041191785662e-157,0.55155579682476,0.999,0.999,2.8535475645091e-153,"NE_4","mt-Co3"
"mt-Nd11",4.25199176115233e-157,0.718570722689304,0.998,0.994,7.11996020404958e-153,"NE_4","mt-Nd1"
"mt-Nd31",1.83276395862754e-143,0.774545140091196,0.998,0.962,3.06896324872182e-139,"NE_4","mt-Nd3"
"mt-Nd21",1.34467657069755e-136,0.574182627453251,0.999,0.997,2.25166091763305e-132,"NE_4","mt-Nd2"
"mt-Nd41",3.11822272536106e-129,0.542646985377849,0.999,0.995,5.2214639536171e-125,"NE_4","mt-Nd4"
"mt-Nd5",1.06911340686958e-79,0.464886362203106,0.995,0.974,1.79023039980311e-75,"NE_4","mt-Nd5"
"mt-Co1",1.46957989298562e-68,0.359513085788205,1,0.999,2.46081153080442e-64,"NE_4","mt-Co1"
"mt-Nd4l1",1.06374728701316e-54,0.449310754274267,0.95,0.857,1.78124483210354e-50,"NE_4","mt-Nd4l"
"mt-Atp8",7.41675339386636e-43,0.38057642793328,0.927,0.864,1.24193535580292e-38,"NE_4","mt-Atp8"
"Cplx21",1.94208244673585e-14,0.291543381678565,0.573,0.482,3.25201705705918e-10,"NE_4","Cplx2"
"Col8a1",9.27822262093731e-196,0.86456771872522,0.618,0.174,1.55363837787595e-191,"NE_5","Col8a1"
"Nrxn11",5.59545847911104e-183,1.09451877819336,0.876,0.425,9.36959522327144e-179,"NE_5","Nrxn1"
"Meis21",2.92901769557551e-165,1.02874889359996,0.879,0.459,4.90464013124119e-161,"NE_5","Meis2"
"Nlgn11",2.78827328375793e-156,0.913092415671255,0.746,0.307,4.66896361365265e-152,"NE_5","Nlgn1"
"Cdh132",9.30643227438092e-155,0.930697187450182,0.853,0.411,1.55836208434508e-150,"NE_5","Cdh13"
"Slc8a1",9.20341279609349e-137,0.725608492358304,0.659,0.25,1.54111147270586e-132,"NE_5","Slc8a1"
"Ctnna21",9.90419395479493e-133,0.704470778306547,0.659,0.25,1.65845727773041e-128,"NE_5","Ctnna2"
"Tcerg1l1",5.18050022388293e-129,0.573096053995866,0.578,0.196,8.67474762489197e-125,"NE_5","Tcerg1l"
"Kcnb2",3.62860828213343e-124,0.510189964183107,0.378,0.091,6.07610456843242e-120,"NE_5","Kcnb2"
